id,sid1,sid2,sentence1,sentence2,is_duplicate
2252,4505,4506,"A child, who has blond hair, is holding a yellow bottle",A boy in a blue shirt has dirt on his face,0
2253,4507,4508,A boy in a blue dyed shirt has dirt on his face,A blond child is holding a yellow bottle,0
2254,4509,4510,A blond child is holding a yellow bottle,A boy has a blue face and dirt on the shirt,0
2255,4511,4512,The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,1
2256,4513,4514,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,0
2257,4515,4516,The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,A man in a hat is walking through a store,0
2258,4517,4518,A man in a hat is walking through a store,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,0
2259,4519,4520,A man in a hat is pacing through a store,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,0
2260,4521,4522,A man in a hat is walking through a store,The man in hat is walking through a shop,1
2261,4523,4524,A large white crane is flying near the water,A big white crane is flying close to the water,1
2262,4525,4526,A white bird is swiftly taking off from the water,A white bird is landing swiftly in the water,0
2263,4527,4528,The land near a white bird is being watered swiftly,A white bird is landing swiftly in the water,0
2264,4529,4530,The white bird is landing swiftly in the water,A large white crane is flying near the water,0
2265,4531,4532,The land near a white bird is being watered swiftly,A large white crane is flying near the water,0
2266,4533,4534,A white bird is landing swiftly in the water,A white bird is landing rapidly in the water,1
2267,4535,4536,A large white crane is flying far above the water,A white bird is landing swiftly in the water,0
2268,4537,4538,A dog with golden fur is in the water,A dog with a golden coat is in the water,1
2269,4539,4540,A dog with golden fur is in the water,A brown dog is calmly standing in the water,0
2270,4541,4542,The girl is carrying a sign and a group is following her,The girl is carrying a sign and is being followed by a group of people,1
2271,4543,4544,The girl is carrying a sign and a group of people is following her,The girl is not carrying a sign and no group of people is following her,0
2272,4545,4546,One man in a big city is holding up a sign and begging for money,A man in a big city is holding a sign while begging,1
2273,4547,4548,A man in a big city is holding a sign and begging for money,A man in a small city is doing charity work,0
2274,4549,4550,A homeless is holding up a sign and is begging for money,A homeless man is holding up a sign and is asking for money,1
2275,4551,4552,A man in a big city is holding a sign and begging for money,A homeless man is putting down a sign and refusing some charity,0
2276,4553,4554,A homeless man is holding up a sign and is begging for money,A man in a small city is doing charity work,0
2277,4555,4556,A dog is chasing the tail of an animal in the grass,A dog chases the tail of another animal in the grass,1
2278,4557,4558,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,0
2279,4559,4560,A small dog is chasing a large brown cow,The tail of an animal is being chasing by a dog in the grass,0
2280,4561,4562,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,0
2281,4563,4564,There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,0
2282,4565,4566,The small child is wading through the water and is being guided by another person,The small kid is splashing through the water and is guided by another person,1
2283,4567,4568,A young child is splashing in the water,There is no young child splashing in the water,0
2284,4569,4570,A young child is watering a plant with splashes,A young child is splashing in the water,0
2285,4571,4572,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,0
2286,4573,4574,The small child is wading through the water and is being guided by another person,A young child is splashing in the water,0
2287,4575,4576,A woman is looking curiously at a man,A man is being curiously looked at by a woman,1
2288,4577,4578,A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,0
2289,4579,4580,A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0
2290,4581,4582,A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0
2291,4583,4584,A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0
2292,4585,4586,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is hilariously grabbing the bedroom slipper with its mouth,1
2293,4587,4588,A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,1
2294,4589,4590,A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,0
2295,4591,4592,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,0
2296,4593,4594,A person in a blue jacket is jumping off a tall cement wall,A person in a blue colored jacket is jumping off a tall concrete wall,1
2297,4595,4596,A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,0
2298,4597,4598,A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,0
2299,4599,4600,A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,0
2300,4601,4602,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,0
2301,4603,4604,The woman in jeans is sitting on the saddle of a horse,The woman wearing jeans is sitting on top of a horse saddle,1
2302,4605,4606,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are playing on the beach,1
2303,4607,4608,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,0
2304,4609,4610,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,0
2305,4611,4612,The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,0
2306,4613,4614,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,1
2307,4615,4616,There is no man standing beside the large and colorful birdcage,Nobody is near the large colorful birdcage,1
2308,4617,4618,A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,0
2309,4619,4620,One brown and black dog is running through the leaves,One brown and black coated dog is running through the leaves,1
2310,4621,4622,A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,0
2311,4623,4624,A dog in a colored coat is running swiftly across the yard,A colored dog is running across the yard,1
2312,4625,4626,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,0
2313,4627,4628,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,0
2314,4629,4630,A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,0
2315,4631,4632,A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,0
2316,4633,4634,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,0
2317,4635,4636,A black and white dog is holding a baseball in its mouth,A black and white dog has a baseball in its mouth,1
2318,4637,4638,A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,0
2319,4639,4640,A boy wearing red shorts is jumping into a paddling pool,A boy wearing red shorts is jumping into a baby pool,1
2320,4641,4642,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,0
2321,4643,4644,A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,0
2322,4645,4646,A group of dogs are resting without muzzles,A group of dogs are racing and have muzzles on their noses,0
2323,4647,4648,A group of racing dogs is wearing striped uniforms and is running down a track,A few dogs bred for racing in striped uniforms are running down a track,1
2324,4649,4650,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,0
2325,4651,4652,A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,0
2326,4653,4654,Two people are walking near the water,Two people are wading through the water,0
2327,4655,4656,Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean looking at the sunset,1
2328,4657,4658,Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,0
2329,4659,4660,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,0
2330,4661,4662,A race car driver is standing up and is fiercely pointing his hand at the sky,A racing driver is standing up and pointing his hand at the sky angrily,1
2331,4663,4664,The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colored helmet,1
2332,4665,4666,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,0
2333,4667,4668,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,0
2334,4669,4670,The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,0
